date,country,state_province,distributor_id,channel,retailer_id,sku,product_name,bottle_size_ml,units,unit_price,currency,discount_applied,promo_id,order_id,invoice_id
2023-03-23,USA,CA,D003,On-Trade,R0005,CH-06-375,Maison Étoile - Demi-sec 375ml,375,3,34.84,USD,0,P1028,O500620,INV500627
23-09-2024,USA,OR,D001,E-Commerce,R0004,CH-06-375,Maison Étoile Demi-sec 375 mL,375,10,35.74,USD,1,,O500621,INV500663
13-05-2025,Canada,NL,D003,On-Trade,R0015,CH-05-375,Maison Étoile - Vintage 2016 375ml,375,2,43.04,CAD,0,P1049,O500622,INV500647
15-07-2024,USA,NY,D002,On-Trade,R0007,CH-04-1500,MAISON ÉTOILE vintage 2014 1500ml,1500,4,130.66,USD,1,,O500623,INV500631
03/05/2024,USA,MN,D003,Off-Trade,R0016,CH-03-375,Maison Étoile - Blanc de Blancs 375ml,375,2,27.28,USD,0,,O500624,INV500671
2023-04-11,USA,NJ,D002,On-Trade,R0004,CH-01-375,Maison Étoile - Brut Tradition 375ml,375,2,33.91,USD,1,,O500625,INV500669
,USA,CT,D003,Off-Trade,R0002,CH-07-375,Maison Étoile - Extra Brut 375ml,375,5,35.13,USD,0,,O500626,INV500640
07/30/2023,USA,MA,D001,Off-Trade,R0003,CH-02-375,Maison Étoile - Brut Rosé 375ml,375,4,29.19,USD,0,,O500627,INV500650
2023-09-25,Canada,ON,D001,Off-Trade,R0015,CH-03-375,Maison Etoile Blanc de Blancs 375ml,375,4,40.5,CAD,1,,O500628,
02/14/2023,USA,CO,D001,On-Trade,R0001,CH-05-375,Maison Étoile Vintage 2016 375 mL,375,7,29.74,USD,0,P1016,O500629,INV500642
08/28/2024,USA,FL,D003,On-Trade,R0002,CH-04-750,MAISON ÉTOILE vintage 2014 750ml,750,3,61.85,CAD,1,P1057,O500630,INV500638
22-08-2023,USA,OR,D004,On-Trade,R0003,CH-01-375,MAISON ÉTOILE brut tradition 375ml,375,5,36.29,USD,0,P1054,O500631,INV500668
31-03-2025,USA,OR,D004,On-Trade,R0006,CH-03-375,MAISON ÉTOILE blanc de blancs 375ml,375,6,27.64,USD,0,,O500632,INV500674
22-08-2024,USA,NC,D002,E-Commerce,R0016,CH-03-375,MAISON ÉTOILE blanc de blancs 375ml,375,4,25.26,USD,0,P1040,O500633,INV500676
25-01-2023,USA,MI,D001,E-Commerce,R0001,CH-07-1500,Maison Étoile - Extra Brut 1500ml,1500,2,137.18,USD,0,,O500634,INV500654
05/26/2024,Canada,NS,D001,On-Trade,R0011,CH-07-375,Maison Etoile Extra Brut 375ml,375,4,49.19,CAD,0,,O500635,INV500659
31-08-2023,Canada,AB,D002,E-Commerce,R0009,CH-06-750,MAISON ÉTOILE demi-sec 750ml,750,1,82.43,CAD,0,P1058,O500636,INV500678
2023-05-30,USA,WA,D001,On-Trade,R0007,CH-04-375,Maison Etoile Vintage 2014 375ml,375,5,38.91,USD,1,,O500637,INV500670
02-09-2024,USA,WA,D003,On-Trade,R0003,CH-02-375,Maison Etoile Brut Rosé 375ml,375,4,33.05,USD,1,,O500638,INV500653
2024-10-10,USA,CT,D002,Off-Trade,R0007,CH-05-1500,Maison Étoile - Vintage 2016 1500ml,1500,1,120.06,USD,1,P1051,O500639,INV500684
2023-06-25,USA,CT,D001,Off-Trade,R0014,CH-07-375,MAISON ÉTOILE extra brut 375ml,375,4,37.41,USD,0,,O500640,INV500675
10-03-2025,USA,NY,D003,E-Commerce,R0018,CH-03-750,Maison Étoile Blanc de Blancs 750 mL,750,1,66.4,USD,1,,O500641,INV500676
2024-09-27,Canada,MB,D004,On-Trade,R0012,CH-04-375,Maison Étoile - Vintage 2014 375ml,375,5,50.03,CAD,0,P1023,O500642,INV500689
18-03-2025,Canada,NB,D004,Off-Trade,R0008,CH-01-750,Maison Étoile Brut Tradition 750 mL,750,3,88.33,CAD,0,,O500643,
30-03-2023,Canada,NL,D004,Off-Trade,R0012,CH-05-375,Maison Étoile - Vintage 2016 375ml,375,8,48.75,CAD,0,P1011,O500644,INV500667
07/25/2023,USA,CO,D004,On-Trade,R0017,CH-05-375,Maison Étoile Vintage 2016 375 mL,375,4,31.82,USD,1,,O500645,INV500660
03/06/2023,USA,MD,D003,Off-Trade,R0004,CH-02-375,MAISON ÉTOILE brut rosé 375ml,375,6,35.16,USD,0,P1056,O500646,INV500664
10/28/2023,Canada,MB,D003,On-Trade,R0012,CH-01-375,Maison Étoile - Brut Tradition 375ml,375,2,46.81,CAD,0,,O500647,INV500683
01/21/2025,USA,MN,D003,Off-Trade,R0005,CH-05-750,MAISON ÉTOILE vintage 2016 750ml,750,5,56.03,USD,0,,O500648,INV500654
07/06/2024,USA,CA,D004,On-Trade,R0001,CH-01-1500,Maison Étoile Brut Tradition 1500 mL,1500,2,129.03,USD,0,,O500649,INV500692
04/02/2023,Canada,MB,D004,On-Trade,R0008,CH-01-375,Maison Étoile Brut Tradition 375 mL,375,6,51.56,CAD,0,,O500650,INV500655
02-03-2025,USA,NY,D002,Off-Trade,R0018,CH-02-750,Maison Etoile Brut Rosé 750ml,750,4,50.74,USD,1,P1046,O500651,INV500691
2025-05-21,USA,VA,D004,E-Commerce,R0004,CH-05-750,MAISON ÉTOILE vintage 2016 750ml,750,2,54.87,USD,1,P1021,O500652,
09/27/2023,Canada,NS,D002,Off-Trade,R0010,CH-07-1500,Maison Étoile - Extra Brut 1500ml,1500,2,160.05,CAD,0,,O500653,INV500673
2024-12-20,USA,OH,D003,Off-Trade,R0007,CH-04-750,Maison Étoile - Vintage 2014 750ml,750,4,61.9,USD,0,P1050,O500654,INV500655
03/10/2025,Canada,NB,D004,Off-Trade,R0015,CH-04-375,Maison Étoile Vintage 2014 375 mL,375,5,42.75,CAD,0,,O500655,INV500676
13-10-2023,USA,OH,D003,On-Trade,R0007,CH-07-375,Maison Etoile Extra Brut 375ml,375,2,27.92,USD,0,,O500656,INV500690
04/27/2025,Canada,QC,D002,Off-Trade,R0011,CH-01-750,Maison Étoile - Brut Tradition 750ml,750,2,100.85,CAD,0,,O500657,INV500692
12/10/2023,Canada,NB,D003,On-Trade,R0011,CH-05-750,Maison Étoile - Vintage 2016 750ml,750,7,75.26,CAD,0,,O500658,INV500687
27-10-2023,Canada,SK,D001,Off-Trade,R0015,CH-03-750,Maison Etoile Blanc de Blancs 750ml,750,3,70.77,CAD,0,,O500659,INV500692
01/23/2023,USA,CT,D001,On-Trade,R0005,CH-01-1500,Maison Etoile Brut Tradition 1500ml,1500,1,139.25,USD,0,,O500660,INV500701
29-07-2024,USA,MI,D004,Off-Trade,R0004,CH-06-375,Maison Etoile Demi-sec 375ml,375,3,32.82,USD,0,,O500661,INV500687
2024-08-29,USA,OR,D003,Off-Trade,R0014,CH-03-1500,Maison Étoile - Blanc de Blancs 1500ml,1500,2,150.3,USD,0,,O500662,INV500694
2023-05-18,USA,IL,D001,On-Trade,R0018,CH-05-375,Maison Étoile Vintage 2016 375 mL,375,4,33.22,USD,0,,O500663,INV500667
,USA,AZ,D002,E-Commerce,R0004,CH-01-750,Maison Étoile - Brut Tradition 750ml,750,1,60.05,USD,0,P1003,O500664,INV500691
12/06/2023,USA,NJ,D001,E-Commerce,R0002,CH-04-375,Maison Étoile - Vintage 2014 375ml,375,8,37.82,USD,1,,O500665,INV500698
30-10-2023,Canada,QC,D001,On-Trade,R0015,CH-04-375,Maison Étoile - Vintage 2014 375ml,375,5,46.06,CAD,0,P1015,O500666,INV500715
01/21/2023,USA,WA,D001,On-Trade,R0004,CH-03-750,Maison Etoile Blanc de Blancs 750ml,750,0,58.46,USD,1,,O500667,INV500670
09-06-2023,USA,NJ,D002,On-Trade,R0018,CH-03-1500,Maison Etoile Blanc de Blancs 1500ml,1500,1,126.57,USD,0,,O500668,INV500679
07/11/2023,USA,NY,D004,On-Trade,R0005,CH-01-375,Maison Etoile Brut Tradition 375ml,375,5,31.7,USD,1,,O500669,INV500681
2024-08-12,USA,GA,D002,On-Trade,R0018,CH-03-750,Maison Étoile - Blanc de Blancs 750ml,750,2,57.97,USD,0,,O500670,INV500690
24-03-2024,Canada,AB,D004,E-Commerce,R0012,CH-03-750,Maison Étoile Blanc de Blancs 750 mL,750,3,77.21,CAD,1,,O500671,INV500691
03/19/2023,USA,MD,D003,On-Trade,R0014,CH-01-1500,Maison Etoile Brut Tradition 1500ml,1500,2,125.82,USD,0,,O500672,INV500679
01/13/2023,USA,CO,D004,Off-Trade,R0018,CH-01-1500,Maison Etoile Brut Tradition 1500ml,1500,0,137.71,USD,0,,O500673,INV500675
05-09-2024,USA,GA,D002,On-Trade,R0018,CH-07-375,MAISON ÉTOILE extra brut 375ml,375,6,34.24,USD,0,,O500674,INV500722
2024-02-19,Canada,QC,D002,Off-Trade,R0008,CH-02-750,Maison Étoile - Brut Rosé 750ml,750,7,77.92,CAD,0,,O500675,INV500682
12-10-2024,USA,TX,D002,Off-Trade,R0014,CH-01-750,Maison Etoile Brut Tradition 750ml,750,5,61.06,USD,0,P1002,O500676,INV500682
2023-07-16,USA,AZ,D001,Off-Trade,R0001,CH-03-375,Maison Etoile Blanc de Blancs 375ml,375,4,29.86,USD,1,,O500677,INV500710
01/08/2023,USA,CT,D004,Off-Trade,R0006,CH-03-750,Maison Etoile Blanc de Blancs 750ml,750,3,59.88,USD,0,,O500678,INV500689
2023-10-28,USA,AZ,D002,Off-Trade,R0002,CH-01-750,Maison Étoile Brut Tradition 750 mL,750,3,71.99,USD,1,,O500679,INV500712
09/22/2023,USA,GA,D002,On-Trade,R0016,CH-05-375,MAISON ÉTOILE vintage 2016 375ml,375,5,32.39,CAD,0,,O500680,INV500693
31-10-2023,USA,MI,D001,On-Trade,R0002,CH-03-375,Maison Étoile - Blanc de Blancs 375ml,375,5,28.25,USD,0,,O500681,INV500709
07/10/2024,USA,MN,D001,On-Trade,R0003,CH-04-750,MAISON ÉTOILE vintage 2014 750ml,750,2,54.31,USD,0,,O500682,INV500697
04-03-2024,USA,NJ,D001,Off-Trade,R0007,CH-01-1500,Maison Étoile Brut Tradition 1500 mL,1500,2,141.99,USD,1,,O500683,INV500693
23-03-2025,USA,FL,D002,On-Trade,R0017,CH-01-1500,Maison Étoile - Brut Tradition 1500ml,1500,2,120.11,USD,0,,O500684,INV500732
08/11/2023,USA,NC,D002,On-Trade,R0014,CH-07-750,Maison Etoile Extra Brut 750ml,750,1,61.39,USD,0,,O500685,INV500713
06/01/2025,Canada,NL,D002,On-Trade,R0012,CH-07-375,Maison Étoile - Extra Brut 375ml,375,5,41.52,CAD,0,,O500686,INV500698
2024-03-09,USA,FL,D003,On-Trade,R0004,CH-04-750,Maison Étoile Vintage 2014 750 mL,750,3,56.35,USD,1,P1018,O500687,INV500724
10/25/2024,USA,CT,D003,On-Trade,R0014,CH-07-750,Maison Étoile - Extra Brut 750ml,750,10,63.29,USD,0,,O500688,INV500723
2024-02-04,Canada,MB,D001,On-Trade,R0011,CH-05-375,Maison Étoile - Vintage 2016 375ml,375,5,47.12,CAD,0,,O500689,INV500713
2025-02-16,USA,MN,D002,E-Commerce,R0018,CH-05-375,Maison Etoile Vintage 2016 375ml,375,5,37.87,USD,0,,O500690,INV500692
07-02-2023,USA,GA,D002,E-Commerce,R0007,CH-01-1500,Maison Étoile Brut Tradition 1500 mL,1500,2,138.43,USD,1,P1023,O500691,INV500722
27-05-2025,Canada,SK,D004,On-Trade,R0015,CH-07-1500,Maison Etoile Extra Brut 1500ml,1500,1,152.86,CAD,0,P1034,O500692,INV500709
11-10-2024,Canada,BC,D004,On-Trade,R0008,CH-05-750,Maison Etoile Vintage 2016 750ml,750,6,77.75,CAD,0,,O500693,INV500709
03/21/2024,Canada,BC,D002,On-Trade,R0010,CH-01-1500,MAISON ÉTOILE brut tradition 1500ml,1500,1,174.11,CAD,0,,O500694,INV500731
04-04-2023,USA,MD,D004,On-Trade,R0016,CH-03-375,Maison Étoile - Blanc de Blancs 375ml,375,7,27.83,USD,0,,O500695,INV500711
21-12-2024,USA,OH,D001,On-Trade,R0018,CH-05-750,Maison Étoile - Vintage 2016 750ml,750,4,68.86,USD,1,,O500696,INV500713
05-12-2024,Canada,NL,D003,Off-Trade,R0009,CH-07-375,Maison Étoile - Extra Brut 375ml,375,7,44.15,CAD,0,,O500697,INV500709
07/01/2023,USA,NJ,D004,On-Trade,R0013,CH-05-750,MAISON ÉTOILE vintage 2016 750ml,750,3,61.92,USD,0,P1052,O500698,INV500742
08/28/2024,USA,MA,D002,On-Trade,R0007,CH-03-1500,Maison Etoile Blanc de Blancs 1500ml,1500,0,132.9,USD,0,,O500699,INV500707
2023-10-19,USA,NJ,D001,E-Commerce,R0003,CH-01-375,Maison Étoile Brut Tradition 375 mL,375,9,34.7,USD,0,,O500700,INV500706
24-12-2024,Canada,NL,D001,Off-Trade,R0009,CH-02-375,Maison Étoile Brut Rosé 375 mL,375,10,42.41,CAD,1,P1056,O500701,INV500728
15-06-2023,USA,IL,D003,On-Trade,R0002,CH-07-750,Maison Étoile - Extra Brut 750ml,750,1,60.78,USD,1,,O500702,INV500734
2023-12-20,USA,NC,D003,On-Trade,R0014,CH-01-375,Maison Etoile Brut Tradition 375ml,375,7,34.59,USD,0,P1049,O500703,INV500710
2024-03-14,USA,NJ,D001,Off-Trade,R0001,CH-04-375,Maison Etoile Vintage 2014 375ml,375,6,35.98,USD,1,,O500704,INV500722
2024-12-23,USA,FL,D004,On-Trade,R0016,CH-03-375,MAISON ÉTOILE blanc de blancs 375ml,375,9,30.38,USD,0,,O500705,INV500743
2025-05-25,USA,AZ,D001,On-Trade,R0013,CH-05-1500,Maison Étoile Vintage 2016 1500 mL,1500,2,134.24,USD,0,,O500706,INV500714
2025-06-22,USA,GA,D001,On-Trade,R0003,CH-04-1500,Maison Etoile Vintage 2014 1500ml,1500,0,121.65,USD,0,,O500707,INV500709
03/12/2025,USA,OH,D003,Off-Trade,R0002,CH-05-750,Maison Étoile Vintage 2016 750 mL,750,3,54.63,USD,0,,O500708,INV500708
07-08-2024,USA,VA,D004,On-Trade,R0013,CH-01-375,Maison Étoile - Brut Tradition 375ml,375,7,36.26,USD,0,,O500709,INV500728
25-07-2023,USA,CT,D003,Off-Trade,R0002,CH-06-375,MAISON ÉTOILE demi-sec 375ml,375,7,32.9,USD,1,P1015,O500710,INV500745
30-11-2024,USA,OH,D003,On-Trade,R0016,CH-04-750,Maison Étoile Vintage 2014 750 mL,750,4,63.73,USD,1,,O500711,INV500725
25-09-2024,USA,OH,D001,On-Trade,R0002,CH-02-375,MAISON ÉTOILE brut rosé 375ml,375,5,29.78,USD,0,P1002,O500712,INV500719
10/18/2024,Canada,NS,D002,Off-Trade,R0015,CH-05-750,Maison Etoile Vintage 2016 750ml,750,3,72.5,CAD,0,,O500713,INV500728
31-08-2024,USA,OH,D002,On-Trade,R0013,CH-06-750,Maison Etoile Demi-sec 750ml,750,1,56.09,USD,0,,O500714,INV500758
02-07-2024,USA,MI,D001,On-Trade,R0017,CH-01-375,Maison Etoile Brut Tradition 375ml,375,4,33.41,USD,0,P1000,O500715,INV500763
11-01-2024,USA,MN,D002,Off-Trade,R0013,CH-07-1500,Maison Etoile Extra Brut 1500ml,1500,0,114.22,USD,1,P1003,O500716,INV500753
06/09/2024,USA,NC,D002,Off-Trade,R0016,CH-02-1500,Maison Étoile - Brut Rosé 1500ml,1500,1,107.18,USD,0,,O500717,INV500736
2023-09-27,USA,CA,D003,On-Trade,R0001,CH-07-750,MAISON ÉTOILE extra brut 750ml,750,0,62.09,USD,0,,O500718,INV500767
03/04/2025,USA,CT,D004,On-Trade,R0001,CH-05-375,MAISON ÉTOILE vintage 2016 375ml,375,4,36.3,USD,0,,O500719,INV500746
2024-10-07,Canada,AB,D004,On-Trade,R0012,CH-07-375,Maison Étoile Extra Brut 375 mL,375,4,47.78,USD,0,,O500720,INV500720
2023-01-16,USA,GA,D002,On-Trade,R0006,CH-01-750,Maison Etoile Brut Tradition 750ml,750,0,59.8,USD,0,P1012,O500721,INV500767
11/06/2023,USA,AZ,D003,On-Trade,R0002,CH-02-750,Maison Étoile - Brut Rosé 750ml,750,6,58.67,USD,0,,O500722,INV500727
20-10-2023,Canada,ON,D001,Off-Trade,R0015,CH-07-1500,Maison Étoile - Extra Brut 1500ml,1500,0,174.41,CAD,1,,O500723,
2024-05-29,Canada,MB,D003,E-Commerce,R0008,CH-07-750,Maison Étoile Extra Brut 750 mL,750,3,79.33,CAD,0,,O500724,INV500748
2023-04-15,USA,AZ,D003,Off-Trade,R0002,CH-05-750,MAISON ÉTOILE vintage 2016 750ml,750,1,61.16,USD,0,,O500725,INV500762
2023-10-22,Canada,AB,D003,On-Trade,R0009,CH-03-375,Maison Etoile Blanc de Blancs 375ml,375,2,36.64,CAD,0,,O500726,INV500736
2023-07-29,USA,NY,D003,On-Trade,R0018,CH-07-1500,Maison Étoile Extra Brut 1500 mL,1500,1,135.36,USD,0,P1041,O500727,INV500752
09-03-2025,USA,MN,D004,On-Trade,R0018,CH-07-750,Maison Etoile Extra Brut 750ml,750,3,61.26,USD,0,P1032,O500728,INV500732
06/09/2023,Canada,SK,D002,On-Trade,R0011,CH-05-750,MAISON ÉTOILE vintage 2016 750ml,750,2,69.24,CAD,0,,O500729,INV500757
01/30/2023,Canada,BC,D004,Off-Trade,R0009,CH-02-375,Maison Etoile Brut Rosé 375ml,375,7,46.42,CAD,1,,O500730,INV500733
24-06-2025,Canada,SK,D001,On-Trade,R0015,CH-01-750,Maison Étoile - Brut Tradition 750ml,750,2,90.09,CAD,0,,O500731,INV500764
10/27/2024,USA,CO,D002,E-Commerce,R0002,CH-04-750,Maison Etoile Vintage 2014 750ml,750,3,56.31,USD,0,P1045,O500732,INV500735
02/17/2025,USA,MA,D004,On-Trade,R0005,CH-02-750,Maison Etoile Brut Rosé 750ml,750,6,57.71,USD,0,P1053,O500733,INV500738
2023-10-30,USA,CO,D001,On-Trade,R0005,CH-07-1500,MAISON ÉTOILE extra brut 1500ml,1500,3,121.82,USD,0,,O500734,INV500735
11-02-2023,USA,VA,D001,Off-Trade,R0018,CH-01-750,Maison Étoile - Brut Tradition 750ml,750,3,56.74,USD,0,,O500735,INV500757
2023-12-08,Canada,QC,D002,E-Commerce,R0011,CH-07-750,Maison Étoile - Extra Brut 750ml,750,11,91.0,CAD,0,,O500736,INV500750
10/22/2024,Canada,QC,D001,Off-Trade,R0008,CH-02-1500,Maison Etoile Brut Rosé 1500ml,1500,0,176.16,CAD,0,,O500737,INV500768
2023-07-11,USA,IL,D002,Off-Trade,R0002,CH-06-375,Maison Étoile Demi-sec 375 mL,375,6,29.83,USD,1,,O500738,INV500742
2024-08-09,USA,CA,D002,Off-Trade,R0018,CH-02-375,MAISON ÉTOILE brut rosé 375ml,375,5,35.98,USD,0,,O500739,INV500777
12-01-2025,USA,WA,D004,Off-Trade,R0003,CH-02-375,Maison Étoile Brut Rosé 375 mL,375,5,33.03,USD,0,P1045,O500740,INV500760
2024-01-24,USA,FL,D004,Off-Trade,R0005,CH-03-375,Maison Étoile - Blanc de Blancs 375ml,375,1,28.31,USD,0,,O500741,
07/30/2024,USA,TX,D001,On-Trade,R0018,CH-07-375,Maison Étoile Extra Brut 375 mL,375,5,38.23,USD,0,,O500742,INV500752
03/10/2024,Canada,PE,D001,On-Trade,R0008,CH-06-375,Maison Etoile Demi-sec 375ml,375,4,41.88,CAD,0,,O500743,
01/15/2023,USA,PA,D001,On-Trade,R0018,CH-03-1500,MAISON ÉTOILE blanc de blancs 1500ml,1500,2,138.83,USD,0,,O500744,INV500783
10/18/2024,USA,MD,D001,On-Trade,R0002,CH-06-375,Maison Etoile Demi-sec 375ml,375,7,35.17,USD,0,,O500745,INV500775
2023-02-26,Canada,QC,D001,On-Trade,R0012,CH-02-750,Maison Etoile Brut Rosé 750ml,750,5,81.41,CAD,1,,O500746,INV500751
2023-09-28,USA,GA,D001,Off-Trade,R0013,CH-02-750,Maison Étoile Brut Rosé 750 mL,750,1,54.58,USD,1,,O500747,INV500774
28-09-2023,Canada,NB,D004,On-Trade,R0009,CH-03-375,Maison Etoile Blanc de Blancs 375ml,375,3,41.65,CAD,0,,O500748,INV500758
03-09-2024,Canada,NB,D001,Off-Trade,R0009,CH-03-375,Maison Etoile Blanc de Blancs 375ml,375,3,30.77,CAD,0,,O500749,INV500787
22-06-2023,USA,CT,D001,On-Trade,R0007,CH-04-750,MAISON ÉTOILE vintage 2014 750ml,750,3,51.68,USD,0,P1000,O500750,INV500762
2024-07-24,USA,OH,D002,E-Commerce,R0017,CH-07-375,MAISON ÉTOILE extra brut 375ml,375,5,36.62,USD,0,,O500751,INV500765
,USA,GA,D001,Off-Trade,R0002,CH-01-750,Maison Étoile Brut Tradition 750 mL,750,2,67.26,USD,0,,O500752,INV500773
,Canada,SK,D003,Off-Trade,R0010,CH-03-375,MAISON ÉTOILE blanc de blancs 375ml,375,7,33.51,CAD,0,,O500753,INV500800
25-07-2023,USA,PA,D003,On-Trade,R0017,CH-07-750,MAISON ÉTOILE extra brut 750ml,750,7,57.66,USD,0,P1024,O500754,INV500770
2024-04-09,USA,TX,D002,On-Trade,R0018,CH-02-1500,Maison Etoile Brut Rosé 1500ml,1500,0,121.01,USD,0,,O500755,INV500757
03-07-2024,USA,CA,D001,On-Trade,R0016,CH-01-750,Maison Étoile Brut Tradition 750 mL,750,3,66.58,USD,1,,O500756,INV500777
2024-10-17,USA,MI,D003,E-Commerce,R0013,CH-07-750,Maison Étoile Extra Brut 750 mL,750,3,58.38,USD,0,P1042,O500757,INV500759
03-02-2023,USA,GA,D003,On-Trade,R0018,CH-04-1500,Maison Etoile Vintage 2014 1500ml,1500,2,139.19,USD,1,,O500758,INV500791
25-01-2025,Canada,ON,D001,On-Trade,R0010,CH-06-750,Maison Étoile Demi-sec 750 mL,750,4,91.05,CAD,1,,O500759,INV500785
06/11/2025,USA,FL,D001,Off-Trade,R0001,CH-06-375,Maison Etoile Demi-sec 375ml,375,6,35.91,USD,0,,O500760,INV500798
30-08-2023,USA,IL,D002,On-Trade,R0014,CH-06-750,Maison Étoile - Demi-sec 750ml,750,4,60.58,USD,0,P1051,O500761,INV500805
2024-09-10,Canada,NS,D003,Off-Trade,R0009,CH-06-1500,MAISON ÉTOILE demi-sec 1500ml,1500,0,177.56,CAD,1,P1009,O500762,INV500784
2024-03-10,USA,PA,D004,Off-Trade,R0005,CH-04-375,MAISON ÉTOILE vintage 2014 375ml,375,8,34.78,USD,0,,O500763,INV500809
10-09-2024,USA,WA,D002,On-Trade,R0018,CH-02-750,Maison Étoile - Brut Rosé 750ml,750,3,67.92,USD,0,,O500764,INV500793
04/28/2023,USA,NY,D001,Off-Trade,R0018,CH-04-375,Maison Etoile Vintage 2014 375ml,375,8,36.69,USD,0,,O500765,INV500812
09/09/2023,Canada,MB,D004,Off-Trade,R0009,CH-01-750,Maison Étoile - Brut Tradition 750ml,750,2,91.74,CAD,0,P1054,O500766,
2024-03-07,USA,MD,D002,On-Trade,R0013,CH-07-375,MAISON ÉTOILE extra brut 375ml,375,8,35.35,USD,1,,O500767,INV500772
2025-04-10,USA,WA,D001,Off-Trade,R0007,CH-02-750,Maison Etoile Brut Rosé 750ml,750,5,66.03,USD,0,,O500768,INV500810
03/28/2023,Canada,NB,D004,On-Trade,R0011,CH-06-1500,Maison Étoile - Demi-sec 1500ml,1500,1,156.54,CAD,0,,O500769,INV500802
30-01-2024,USA,CT,D001,On-Trade,R0003,CH-01-375,MAISON ÉTOILE brut tradition 375ml,375,5,36.44,USD,0,,O500770,INV500785
2023-08-28,USA,NC,D004,On-Trade,R0003,CH-02-375,Maison Etoile Brut Rosé 375ml,375,3,31.98,USD,0,,O500771,INV500794
07-11-2024,Canada,QC,D003,On-Trade,R0008,CH-06-375,MAISON ÉTOILE demi-sec 375ml,375,12,51.34,CAD,0,,O500772,INV500781
12-05-2025,Canada,BC,D004,On-Trade,R0009,CH-07-750,Maison Étoile Extra Brut 750 mL,750,2,83.34,CAD,0,P1013,O500773,INV500788
07/18/2024,USA,WA,D001,Off-Trade,R0001,CH-02-375,Maison Étoile Brut Rosé 375 mL,375,2,34.51,USD,0,P1054,O500774,
01/31/2023,USA,NJ,D002,Off-Trade,R0014,CH-03-750,Maison Etoile Blanc de Blancs 750ml,750,2,61.24,USD,0,,O500775,INV500812
05/07/2024,USA,PA,D002,On-Trade,R0002,CH-06-1500,Maison Étoile - Demi-sec 1500ml,1500,2,102.4,USD,0,,O500776,INV500822
2024-09-25,USA,WA,D002,On-Trade,R0005,CH-02-375,Maison Etoile Brut Rosé 375ml,375,3,35.78,USD,0,,O500777,INV500784
2023-11-13,USA,GA,D004,Off-Trade,R0013,CH-04-1500,Maison Étoile Vintage 2014 1500 mL,1500,2,137.67,USD,1,,O500778,INV500822
2023-04-03,Canada,BC,D004,On-Trade,R0008,CH-03-750,Maison Étoile - Blanc de Blancs 750ml,750,3,79.06,CAD,0,,O500779,INV500824
02-04-2023,USA,CT,D001,E-Commerce,R0002,CH-05-375,MAISON ÉTOILE vintage 2016 375ml,375,3,32.27,USD,0,,O500780,INV500809
19-06-2023,USA,CT,D004,Off-Trade,R0003,CH-03-375,Maison Etoile Blanc de Blancs 375ml,375,3,26.09,USD,0,,O500781,INV500786
22-04-2025,USA,OH,D003,On-Trade,R0007,CH-02-375,MAISON ÉTOILE brut rosé 375ml,375,13,30.84,USD,0,,O500782,INV500828
01-12-2023,USA,MI,D002,On-Trade,R0016,CH-04-1500,MAISON ÉTOILE vintage 2014 1500ml,1500,8,128.44,USD,0,P1012,O500783,INV500784
02/20/2023,USA,MD,D002,E-Commerce,R0017,CH-03-750,Maison Etoile Blanc de Blancs 750ml,750,1,63.57,USD,0,,O500784,INV500812
2025-05-31,Canada,ON,D001,On-Trade,R0010,CH-07-750,Maison Étoile Extra Brut 750 mL,750,4,77.76,CAD,0,P1006,O500785,INV500787
2023-06-05,USA,CA,D004,E-Commerce,R0003,CH-01-375,Maison Étoile - Brut Tradition 375ml,375,8,37.73,USD,0,,O500786,INV500815
2023-10-22,USA,CA,D003,On-Trade,R0006,CH-01-750,Maison Étoile Brut Tradition 750 mL,750,3,69.75,USD,0,,O500787,INV500797
27-06-2023,Canada,BC,D003,On-Trade,R0015,CH-02-1500,MAISON ÉTOILE brut rosé 1500ml,1500,1,168.49,CAD,0,P1045,O500788,INV500835
2024-10-07,USA,OR,D002,On-Trade,R0017,CH-03-750,Maison Étoile - Blanc de Blancs 750ml,750,4,66.28,USD,0,P1051,O500789,INV500819
2024-11-20,USA,MD,D002,On-Trade,R0016,,Maison Étoile - Brut Rosé 750ml,750,7,65.45,USD,0,P1053,O500790,
,Canada,NS,D001,On-Trade,R0010,CH-02-750,Maison Étoile - Brut Rosé 750ml,750,4,92.68,CAD,0,P1000,O500791,INV500832
01/22/2025,USA,NJ,D004,On-Trade,R0003,CH-05-375,Maison Étoile - Vintage 2016 375ml,375,4,31.56,USD,0,P1031,O500792,INV500802
22-03-2023,USA,CA,D001,E-Commerce,R0002,CH-06-375,Maison Etoile Demi-sec 375ml,375,5,29.61,USD,0,P1021,O500793,INV500842
13-07-2023,Canada,BC,D004,Off-Trade,R0008,CH-02-375,Maison Étoile - Brut Rosé 375ml,375,10,47.29,CAD,0,,O500794,INV500796
07-07-2024,USA,NJ,D004,E-Commerce,R0005,CH-03-375,Maison Étoile - Blanc de Blancs 375ml,375,6,29.27,CAD,1,P1008,O500795,INV500838
05-03-2024,USA,OR,D002,On-Trade,R0003,CH-06-375,Maison Etoile Demi-sec 375ml,375,9,31.64,CAD,1,,O500796,INV500826
2024-07-18,USA,GA,D004,Off-Trade,R0014,CH-01-375,Maison Etoile Brut Tradition 375ml,375,3,36.08,USD,0,,O500797,
